Property_ID,SquareFootage,Bedrooms,Bathrooms,YearBuilt,HouseAge,Neighborhood,GarageCars,LotArea,DistanceToCityCenter,Price
PROP-10299,2509.0,3,2.5,2013,11,West Hills,1.0,7858.0,6.8,570200.0
PROP-10300,1561.0,4,4.0,2010,14,Lakeside,2.0,6210.0,7.7,492100.0
PROP-10301,1736.0,5,2.0,1989,35,Lakeside,0.0,5187.0,2.3,496600.0
PROP-10302,2586.0,3,3.0,2017,7,Suburban North,1.0,3111.0,20.1,537900.0
PROP-10303,2497.0,6,1.0,1993,31,Suburban North,1.0,5762.0,11.0,561000.0
PROP-10304,2086.0,2,2.0,2017,7,Downtown,1.0,8683.0,6.5,495700.0
PROP-10305,2176.0,2,1.0,1963,61,West Hills,2.0,5743.0,6.6,431300.0
PROP-10306,2930.0,2,4.0,1962,62,Lakeside,1.0,6905.0,22.6,635300.0
PROP-10307,1715.0,4,3.0,1966,58,Downtown,1.0,8666.0,21.0,448800.0
PROP-10308,2456.0,3,3.0,2015,9,Suburban North,2.0,8802.0,14.3,533400.0
PROP-10309,1969.0,2,3.5,1977,47,Lakeside,2.0,4801.0,15.8,482700.0
PROP-10310,1959.0,3,1.0,2001,23,Lakeside,1.0,9993.0,12.4,516900.0
PROP-10311,2814.0,3,2.0,1966,58,Downtown,0.0,10318.0,10.4,602900.0
PROP-10312,2637.0,2,1.0,1999,25,West Hills,1.0,4675.0,23.0,463600.0
PROP-10313,2629.0,4,1.5,1965,59,Downtown,2.0,5440.0,4.0,580900.0
PROP-10314,2949.0,4,1.5,1981,43,Downtown,2.0,10478.0,11.0,669400.0
PROP-10315,2114.0,3,2.0,2017,7,Metro East,2.0,7133.0,9.3,463700.0
PROP-10316,2543.0,5,2.0,1960,64,Lakeside,3.0,2000.0,13.0,600800.0
PROP-10317,1898.0,3,1.5,1963,61,Lakeside,2.0,4001.0,12.0,468200.0
PROP-10318,2311.0,6,1.5,2005,19,Downtown,2.0,,13.5,558500.0
PROP-10319,2015.0,3,1.5,2008,16,Lakeside,2.0,4592.0,4.4,503200.0
PROP-10320,2163.0,3,4.0,2011,13,Suburban North,0.0,6466.0,13.3,512500.0
PROP-10321,2487.0,2,2.5,2009,15,Suburban North,3.0,7581.0,6.8,524500.0
PROP-10322,1568.0,4,3.5,2002,22,Suburban North,1.0,11156.0,5.4,444200.0
PROP-10323,3460.0,3,2.0,1988,36,Downtown,1.0,6774.0,2.6,726200.0
PROP-10324,1446.0,2,2.0,1980,44,Lakeside,2.0,10181.0,19.3,383400.0
PROP-10325,1311.0,1,2.5,1985,39,West Hills,1.0,11072.0,11.3,333600.0
PROP-10326,2853.0,3,2.0,1973,51,Downtown,2.0,11086.0,16.0,630400.0
PROP-10327,2615.0,3,2.0,1968,56,Downtown,2.0,8212.0,18.5,572400.0
PROP-10328,2506.0,4,1.5,2018,6,Downtown,1.0,2592.0,17.3,552300.0
PROP-10329,2508.0,4,1.5,2006,18,Downtown,2.0,8652.0,12.3,608800.0
PROP-10330,2092.0,2,2.0,1971,53,West Hills,1.0,10121.0,10.3,480200.0
PROP-10331,1517.0,4,2.0,2001,23,Lakeside,1.0,7297.0,10.0,461600.0
PROP-10332,2149.0,2,2.5,2010,14,Downtown,2.0,11861.0,16.4,511000.0
PROP-10333,1660.0,4,1.0,2015,9,Downtown,2.0,9650.0,12.9,453800.0
PROP-10334,2734.0,4,1.5,2010,14,West Hills,2.0,8921.0,21.4,591700.0
PROP-10335,2004.0,3,3.0,1965,59,Lakeside,1.0,10216.0,22.0,488000.0
PROP-10336,1563.0,4,1.5,2023,1,Suburban North,2.0,8333.0,5.1,445700.0
PROP-10337,1891.0,3,2.0,1979,45,Suburban North,1.0,2000.0,4.3,395600.0
PROP-10338,2368.0,3,3.0,1983,41,West Hills,3.0,,16.1,524800.0
PROP-10339,1734.0,4,1.5,1986,38,Suburban North,1.0,10493.0,8.2,414800.0
PROP-10340,1566.0,3,1.0,1997,27,Downtown,2.0,5481.0,1.4,430200.0
PROP-10341,2258.0,3,2.0,1967,57,West Hills,0.0,6941.0,22.3,440800.0
PROP-10342,2259.0,3,2.0,1960,64,West Hills,1.0,4888.0,6.4,457000.0
PROP-10343,1770.0,4,2.0,2013,11,West Hills,2.0,11960.0,23.3,458300.0
PROP-10344,1794.0,3,3.0,2008,16,West Hills,2.0,11704.0,18.2,471600.0
PROP-10345,2251.0,2,1.5,2008,16,West Hills,2.0,5290.0,19.3,501400.0
PROP-10346,1159.0,4,2.0,1983,41,Downtown,3.0,7868.0,5.8,412600.0
PROP-10347,1185.0,4,2.0,2023,1,Suburban North,2.0,5799.0,6.6,374900.0
PROP-10348,1633.0,2,1.5,2006,18,Downtown,2.0,9037.0,13.5,454800.0
PROP-10349,1961.0,2,2.5,1966,58,Downtown,1.0,8774.0,5.1,449400.0
PROP-10350,2302.0,2,2.0,1978,46,West Hills,2.0,9529.0,8.3,521000.0
PROP-10351,3059.0,3,2.0,1981,43,Lakeside,1.0,8330.0,8.7,628400.0
PROP-10352,2657.0,3,1.0,2022,2,Metro East,2.0,14839.0,4.8,538500.0
PROP-10353,1996.0,4,2.0,2016,8,West Hills,3.0,4930.0,5.9,508700.0
PROP-10354,2088.0,3,2.0,2014,10,Downtown,3.0,3223.0,19.9,536900.0
PROP-10355,1448.0,3,3.0,2019,5,Downtown,2.0,6517.0,5.0,465900.0
PROP-10356,2088.0,3,1.0,1994,30,Lakeside,2.0,3580.0,1.7,529800.0
PROP-10357,1912.0,4,2.0,2021,3,West Hills,2.0,3769.0,16.1,466900.0
PROP-10358,2310.0,3,2.0,1989,35,West Hills,1.0,4997.0,24.4,477400.0
PROP-10359,1562.0,5,2.5,1988,36,Lakeside,2.0,5195.0,8.9,477100.0
PROP-10360,2438.0,3,2.0,1981,43,West Hills,0.0,5113.0,3.8,525300.0
PROP-10361,3096.0,2,2.5,1970,54,Lakeside,2.0,8796.0,14.7,640100.0
PROP-10362,2029.0,3,2.5,1979,45,Downtown,1.0,6235.0,22.8,492800.0
PROP-10363,2361.0,3,3.0,2021,3,West Hills,1.0,7051.0,19.8,509600.0
PROP-10364,2549.0,3,2.0,1988,36,Lakeside,1.0,9736.0,15.9,563300.0
PROP-10365,1839.0,2,2.0,2010,14,Suburban North,1.0,5584.0,8.6,450000.0
PROP-10366,2246.0,2,3.0,2000,24,West Hills,2.0,6839.0,14.0,514200.0
PROP-10367,2108.0,4,4.0,2001,23,Suburban North,0.0,8414.0,3.2,488400.0
PROP-10368,2163.0,2,3.0,1993,31,Metro East,2.0,2646.0,17.3,453500.0
PROP-10369,1598.0,4,2.0,1960,64,Downtown,1.0,2000.0,18.4,391800.0
PROP-10370,2116.0,3,1.5,1990,34,West Hills,2.0,8365.0,24.2,450700.0
PROP-10371,2424.0,3,2.0,1989,35,Downtown,2.0,8730.0,7.2,550000.0
PROP-10372,3043.0,3,2.5,2007,17,West Hills,2.0,12661.0,1.4,725200.0
PROP-10373,2724.0,3,2.0,1977,47,Downtown,2.0,7895.0,14.1,587500.0
PROP-10374,3500.0,3,2.0,2014,10,Downtown,1.0,9549.0,18.0,673900.0
PROP-10375,1601.0,2,3.0,2017,7,Suburban North,2.0,7011.0,20.0,430900.0
PROP-10376,2667.0,1,2.0,1976,48,Metro East,1.0,8243.0,5.6,504800.0
PROP-10377,2219.0,3,3.0,1997,27,Downtown,2.0,11668.0,7.3,552800.0
PROP-10378,3523.0,3,2.0,1973,51,Downtown,2.0,2190.0,13.3,683100.0
PROP-10379,1575.0,5,2.0,1982,42,Lakeside,0.0,8534.0,8.9,465900.0
PROP-10380,1554.0,4,2.0,1984,40,Suburban North,2.0,12839.0,21.7,382200.0
PROP-10381,1710.0,4,2.5,1974,50,Metro East,2.0,8205.0,12.4,368300.0
PROP-10382,719.0,4,1.5,2005,19,Downtown,1.0,11626.0,20.2,333700.0
PROP-10383,1758.0,3,1.5,2015,9,West Hills,0.0,5927.0,14.9,406000.0
PROP-10384,1607.0,3,3.5,1981,43,Downtown,0.0,7420.0,19.6,446100.0
PROP-10385,2198.0,5,1.5,1962,62,Downtown,3.0,7584.0,9.0,568800.0
PROP-10386,2322.0,3,2.0,2015,9,West Hills,2.0,2000.0,21.0,500900.0
PROP-10387,3320.0,3,2.0,2014,10,West Hills,1.0,4580.0,7.6,693800.0
PROP-10388,2718.0,2,2.0,1978,46,Lakeside,1.0,4758.0,14.1,568800.0
PROP-10389,1725.0,3,2.5,2016,8,Suburban North,2.0,9555.0,6.1,419300.0
PROP-10390,1516.0,3,1.5,2003,21,Suburban North,2.0,9680.0,12.4,377300.0
PROP-10391,2420.0,4,2.0,1993,31,Suburban North,0.0,8310.0,8.6,513400.0
PROP-10392,1242.0,3,2.0,1994,30,Metro East,1.0,9560.0,7.4,313900.0
PROP-10393,3290.0,3,2.5,2009,15,Suburban North,2.0,7090.0,24.2,634200.0
PROP-10394,2867.0,5,1.5,2020,4,Suburban North,0.0,10505.0,4.8,622200.0
PROP-10395,1795.0,2,2.0,1960,64,Suburban North,1.0,7522.0,19.9,364800.0
PROP-10396,986.0,3,1.5,2011,13,West Hills,3.0,7645.0,24.6,313700.0
PROP-10397,2980.0,1,2.0,1980,44,Suburban North,2.0,6836.0,1.5,595100.0
PROP-10398,2026.0,4,1.5,1988,36,Metro East,1.0,9211.0,17.8,419900.0
PROP-10399,2905.0,5,1.5,1965,59,Suburban North,0.0,6447.0,7.1,516900.0
PROP-10400,1064.0,3,3.0,1996,28,Lakeside,0.0,9941.0,2.0,403600.0
PROP-10401,1710.0,4,2.0,1960,64,Downtown,1.0,4670.0,10.7,440700.0
PROP-10402,2103.0,3,3.5,2010,14,West Hills,2.0,4753.0,23.4,510300.0
PROP-10403,2131.0,5,3.5,1960,64,Metro East,1.0,9219.0,1.3,507700.0
PROP-10404,1807.0,4,2.0,1986,38,Downtown,2.0,7279.0,15.1,462800.0
PROP-10405,2505.0,4,1.5,1980,44,Metro East,3.0,6365.0,13.0,521900.0
PROP-10406,1406.0,1,2.0,2012,12,Suburban North,1.0,9725.0,22.0,298400.0
PROP-10407,2007.0,5,2.5,1975,49,Metro East,1.0,5982.0,3.0,465800.0
PROP-10408,2178.0,4,2.0,2003,21,West Hills,2.0,6999.0,17.4,550400.0
PROP-10409,2434.0,3,1.0,2018,6,Suburban North,3.0,10998.0,17.3,508700.0
PROP-10410,2563.0,4,2.0,2020,4,Downtown,2.0,11348.0,17.1,594200.0
PROP-10411,1369.0,3,3.0,2013,11,Suburban North,0.0,11431.0,23.6,336300.0
PROP-10412,1103.0,4,2.5,1999,25,Downtown,2.0,6795.0,20.8,381700.0
PROP-10413,2930.0,2,1.5,1985,39,Downtown,2.0,10577.0,2.0,611500.0
PROP-10414,2316.0,4,2.5,1975,49,Downtown,3.0,5128.0,12.3,575600.0
PROP-10415,1613.0,3,1.5,1987,37,Suburban North,1.0,5233.0,10.6,386800.0
PROP-10416,3108.0,2,1.5,1960,64,Lakeside,2.0,2000.0,8.4,648000.0
PROP-10417,2175.0,2,3.0,1995,29,Downtown,2.0,11682.0,11.8,506500.0
PROP-10418,2867.0,1,1.5,1969,55,Downtown,1.0,5340.0,10.2,580400.0
PROP-10419,2144.0,3,2.0,2023,1,West Hills,2.0,7184.0,11.4,538700.0
PROP-10420,3439.0,3,1.0,2002,22,Downtown,0.0,5224.0,24.5,657000.0
PROP-10421,3241.0,3,3.0,1976,48,Downtown,1.0,9238.0,3.1,697500.0
PROP-10422,1938.0,3,2.5,2016,8,Downtown,1.0,6561.0,23.1,483600.0
PROP-10423,2732.0,3,2.5,2018,6,Metro East,3.0,4238.0,12.5,595900.0
PROP-10424,2519.0,4,2.5,1982,42,Lakeside,1.0,8604.0,16.0,624100.0
PROP-10425,2990.0,1,1.5,1966,58,Suburban North,2.0,3916.0,20.9,510300.0
PROP-10426,1473.0,5,2.0,2003,21,West Hills,2.0,5406.0,9.7,456900.0
PROP-10427,2546.0,4,2.0,2012,12,Suburban North,1.0,2233.0,11.3,538200.0
PROP-10428,2788.0,3,1.0,1966,58,West Hills,2.0,3940.0,10.8,555000.0
PROP-10429,957.0,3,2.0,2003,21,West Hills,2.0,7946.0,10.0,312500.0
PROP-10430,1331.0,4,3.5,1974,50,West Hills,2.0,2589.0,23.2,379700.0
PROP-10431,774.0,2,1.0,1993,31,Suburban North,2.0,3797.0,20.9,209100.0
PROP-10432,1925.0,2,2.0,2005,19,Downtown,2.0,7494.0,3.6,491900.0
PROP-10433,2566.0,2,1.5,2004,20,Suburban North,1.0,6141.0,3.6,502200.0
PROP-10434,3077.0,4,1.5,1963,61,Lakeside,3.0,12480.0,11.3,675100.0
PROP-10435,2148.0,1,3.0,1973,51,West Hills,1.0,12085.0,3.4,480900.0
PROP-10436,3159.0,3,2.0,1973,51,Lakeside,,5330.0,15.9,667900.0
PROP-10437,1203.0,6,2.0,1975,49,Metro East,1.0,8893.0,4.4,317300.0
PROP-10438,993.0,4,2.5,1966,58,Downtown,3.0,9373.0,13.5,347200.0
PROP-10439,2064.0,3,1.5,1991,33,West Hills,2.0,6006.0,1.2,503900.0
PROP-10440,2350.0,2,2.0,1978,46,West Hills,2.0,3761.0,8.6,496500.0
PROP-10441,2079.0,4,2.0,1961,63,Metro East,1.0,7469.0,17.3,433700.0
PROP-10442,756.0,3,2.0,1969,55,Metro East,1.0,7068.0,12.6,227200.0
PROP-10443,2042.0,2,4.0,2009,15,West Hills,2.0,6411.0,24.5,507900.0
PROP-10444,1252.0,2,2.5,2020,4,Downtown,2.0,8606.0,22.0,415100.0
PROP-10445,2535.0,5,2.0,1976,48,Lakeside,1.0,5623.0,9.6,593800.0
PROP-10446,2338.0,3,3.0,1996,28,Downtown,3.0,4620.0,2.1,588700.0
PROP-10447,1489.0,4,1.5,1971,53,Lakeside,2.0,7773.0,21.3,435100.0
PROP-10448,1766.0,4,1.0,1965,59,Metro East,1.0,8465.0,22.9,353800.0
PROP-10449,1412.0,3,1.5,1981,43,Suburban North,2.0,4558.0,20.7,331100.0
PROP-10450,2059.0,3,2.0,1991,33,West Hills,2.0,9820.0,4.1,530100.0
PROP-10451,2721.0,3,2.0,2000,24,Suburban North,2.0,3074.0,24.9,532500.0
PROP-10452,1459.0,3,2.5,1979,45,Suburban North,1.0,6055.0,7.2,369700.0
PROP-10453,2428.0,3,3.0,1960,64,Suburban North,2.0,6855.0,18.4,502400.0
PROP-10454,1755.0,4,2.0,2013,11,Lakeside,2.0,5909.0,22.8,472600.0
PROP-10455,1585.0,3,2.0,2006,18,Metro East,1.0,6087.0,6.7,378300.0
PROP-10456,2030.0,4,1.0,2012,12,Metro East,2.0,12178.0,22.8,458300.0
PROP-10457,1427.0,3,1.0,2017,7,Downtown,2.0,5373.0,8.4,427200.0
PROP-10458,1740.0,3,2.0,1965,59,Lakeside,2.0,13603.0,24.4,450400.0
PROP-10459,1321.0,3,2.0,1978,46,West Hills,0.0,8593.0,7.8,348500.0
PROP-10460,3377.0,3,3.0,1977,47,Suburban North,2.0,7730.0,23.9,647800.0
PROP-10461,2123.0,4,1.5,1965,59,Downtown,2.0,8691.0,2.3,536300.0
PROP-10462,1645.0,2,1.0,2004,20,Suburban North,1.0,13825.0,18.0,373700.0
PROP-10463,2239.0,3,2.0,1992,32,Metro East,1.0,5016.0,13.8,442600.0
PROP-10464,2027.0,2,1.5,1982,42,West Hills,2.0,4699.0,12.5,457600.0
PROP-10465,1956.0,3,1.0,1982,42,West Hills,2.0,5613.0,6.4,465700.0
PROP-10466,2499.0,3,2.5,1985,39,Suburban North,1.0,7580.0,17.9,488300.0
PROP-10467,2592.0,3,1.5,1972,52,West Hills,2.0,3186.0,5.6,553300.0
PROP-10468,1755.0,5,2.5,1966,58,Downtown,0.0,7556.0,14.3,408700.0
PROP-10469,1726.0,3,2.0,1974,50,Suburban North,2.0,11734.0,7.1,426300.0
PROP-10470,1921.0,4,1.5,2003,21,West Hills,3.0,7879.0,23.9,485200.0
PROP-10471,604.0,3,2.0,1986,38,Downtown,2.0,6768.0,1.7,324900.0
PROP-10472,1115.0,3,3.0,1985,39,Lakeside,1.0,5955.0,5.8,392400.0
PROP-10473,2988.0,2,2.0,1992,32,Downtown,2.0,9746.0,6.8,648500.0
PROP-10474,3169.0,3,2.5,1974,50,West Hills,1.0,5435.0,10.9,657000.0
PROP-10475,1938.0,3,1.5,1995,29,Suburban North,1.0,12116.0,6.6,464800.0
PROP-10476,2475.0,3,2.5,2004,20,West Hills,2.0,12333.0,12.8,569600.0
PROP-10477,2302.0,1,1.5,2014,10,Downtown,2.0,8142.0,21.9,509600.0
PROP-10478,4101.0,2,2.5,2023,1,Downtown,1.0,7471.0,18.1,815400.0
PROP-10479,2828.0,3,2.0,1986,38,Metro East,3.0,10077.0,14.9,537100.0
PROP-10480,2017.0,5,3.5,2016,8,Suburban North,2.0,10237.0,3.1,538700.0
PROP-10481,1479.0,3,2.0,1964,60,Lakeside,1.0,5485.0,17.7,422700.0
PROP-10482,1056.0,3,1.0,2020,4,Metro East,2.0,6184.0,5.0,327000.0
PROP-10483,2232.0,2,1.0,1961,63,Downtown,2.0,4194.0,19.9,471500.0
PROP-10484,1608.0,3,3.0,2014,10,Suburban North,2.0,8523.0,7.0,413700.0
PROP-10485,1176.0,3,2.0,2017,7,West Hills,2.0,9167.0,11.0,379800.0
PROP-10486,1680.0,2,2.5,1992,32,Metro East,2.0,4125.0,9.4,375200.0
PROP-10487,1397.0,3,1.5,1975,49,Metro East,1.0,6362.0,21.6,299900.0
PROP-10488,3197.0,1,2.0,1982,42,Suburban North,2.0,4132.0,4.0,593000.0
PROP-10489,2673.0,1,1.0,1997,27,Lakeside,2.0,5253.0,14.6,552100.0
PROP-10490,2095.0,2,3.5,2014,10,Downtown,1.0,8878.0,4.4,505800.0
PROP-10491,3062.0,1,2.5,1975,49,Metro East,2.0,5666.0,17.9,571200.0
PROP-10492,2150.0,2,3.5,1973,51,Metro East,3.0,6748.0,22.7,446600.0
PROP-10493,1540.0,3,2.0,1988,36,Downtown,3.0,3432.0,11.4,444800.0
PROP-10494,3090.0,4,2.5,1985,39,Suburban North,1.0,7967.0,12.7,614400.0
PROP-10495,2450.0,3,2.5,1994,30,Downtown,1.0,7389.0,23.3,521000.0
PROP-10496,1426.0,3,2.0,1974,50,Suburban North,2.0,5678.0,13.5,332600.0
PROP-10497,1976.0,3,3.0,1962,62,Lakeside,1.0,7027.0,12.7,480200.0
PROP-10498,1531.0,5,3.5,1982,42,Suburban North,3.0,7951.0,14.9,429900.0
PROP-10499,1201.0,3,3.0,1988,36,Downtown,1.0,5463.0,17.5,378900.0
PROP-10500,2702.0,2,2.5,1993,31,Suburban North,1.0,3809.0,3.6,535400.0
PROP-10501,3341.0,3,2.0,1992,32,Metro East,1.0,12014.0,20.7,635700.0
PROP-10502,1191.0,2,2.0,2000,24,West Hills,1.0,5917.0,11.5,358000.0
PROP-10503,2466.0,3,3.5,2000,24,Suburban North,2.0,7258.0,2.7,585900.0
PROP-10504,1677.0,3,1.0,1982,42,Downtown,2.0,10027.0,19.9,415400.0
PROP-10505,1783.0,4,2.5,1966,58,Metro East,1.0,16323.0,10.0,434700.0
PROP-10506,1715.0,3,2.5,1962,62,Lakeside,1.0,4389.0,3.4,461100.0
PROP-10507,1538.0,4,2.5,2017,7,Suburban North,2.0,8625.0,16.2,419100.0
PROP-10508,2132.0,6,4.0,1991,33,Downtown,1.0,5731.0,22.1,559800.0
PROP-10509,1560.0,2,2.0,1990,34,Downtown,2.0,6153.0,22.3,415000.0
PROP-10510,2276.0,3,2.0,1977,47,Downtown,2.0,5699.0,24.0,518100.0
PROP-10511,2067.0,3,1.0,2002,22,West Hills,2.0,4686.0,21.8,448700.0
PROP-10512,1945.0,3,2.0,1966,58,Metro East,3.0,7397.0,1.1,435100.0
PROP-10513,1510.0,3,2.0,2000,24,Suburban North,3.0,3814.0,10.1,414800.0
PROP-10514,1725.0,5,2.0,1960,64,Lakeside,,9867.0,20.6,499700.0
PROP-10515,2591.0,4,3.0,2020,4,Suburban North,1.0,7638.0,9.8,571500.0
PROP-10516,2426.0,3,3.5,1973,51,West Hills,1.0,8556.0,15.4,508100.0
PROP-10517,1465.0,3,1.5,2011,13,West Hills,1.0,6335.0,15.6,379300.0
PROP-10518,2165.0,4,2.0,1991,33,Downtown,2.0,6582.0,9.8,550000.0
PROP-10519,2588.0,5,3.5,1965,59,Suburban North,3.0,8219.0,22.7,603900.0
PROP-10520,1015.0,4,1.0,1998,26,West Hills,2.0,4590.0,13.1,308600.0
PROP-10521,2453.0,1,1.0,1969,55,Downtown,1.0,6605.0,12.2,483700.0
PROP-10522,1669.0,3,1.5,1966,58,Suburban North,3.0,5351.0,24.9,363400.0
PROP-10523,2471.0,2,2.0,1985,39,Suburban North,1.0,5274.0,12.8,511600.0
PROP-10524,1604.0,3,1.5,1993,31,Metro East,0.0,2225.0,5.3,344400.0
PROP-10525,927.0,2,3.5,1989,35,Suburban North,1.0,10848.0,13.3,282400.0
PROP-10526,1042.0,3,2.0,1995,29,Lakeside,0.0,5784.0,20.5,345800.0
PROP-10527,2131.0,3,2.0,1980,44,Suburban North,2.0,10408.0,19.6,448800.0
PROP-10528,2269.0,2,1.5,2021,3,Lakeside,1.0,10172.0,19.9,508400.0
PROP-10529,1512.0,3,2.0,2019,5,West Hills,2.0,4285.0,18.0,396200.0
PROP-10530,2515.0,3,2.5,1976,48,Lakeside,2.0,4779.0,7.1,630100.0
PROP-10531,1020.0,3,2.5,1992,32,Suburban North,2.0,13901.0,21.7,319100.0
PROP-10532,2057.0,2,2.5,1969,55,West Hills,2.0,11877.0,22.4,458400.0
PROP-10533,1313.0,3,2.0,2010,14,West Hills,1.0,7421.0,5.7,383900.0
PROP-10534,1676.0,4,3.0,2022,2,Suburban North,2.0,8143.0,4.1,478400.0
PROP-10535,2131.0,2,3.0,2006,18,Downtown,3.0,5923.0,24.4,529500.0
PROP-10536,1541.0,2,2.5,2001,23,Downtown,1.0,8581.0,21.8,409800.0
PROP-10537,1850.0,3,1.0,2010,14,Downtown,2.0,5707.0,22.4,453200.0
PROP-10538,2754.0,5,1.0,2023,1,Lakeside,1.0,2419.0,22.3,632600.0
PROP-10539,1725.0,3,1.5,1971,53,Downtown,0.0,4196.0,14.0,400400.0
PROP-10540,2643.0,3,2.5,2015,9,Downtown,2.0,7553.0,16.5,591600.0
PROP-10541,1366.0,3,2.0,1975,49,West Hills,2.0,4672.0,14.1,358900.0
PROP-10542,2444.0,3,2.0,2000,24,Suburban North,1.0,7332.0,2.2,491500.0
PROP-10543,3037.0,1,3.0,1991,33,Suburban North,2.0,4813.0,18.9,618700.0
PROP-10544,600.0,3,3.0,1974,50,Downtown,2.0,5544.0,13.1,314600.0
PROP-10545,1582.0,5,3.0,2021,3,Metro East,3.0,9633.0,16.5,430900.0
PROP-10546,2475.0,3,2.0,1986,38,Lakeside,1.0,8119.0,13.1,563800.0
PROP-10547,1968.0,4,2.5,1987,37,Lakeside,3.0,7476.0,12.8,535800.0
PROP-10548,2341.0,4,2.0,1976,48,Suburban North,1.0,9697.0,5.1,534500.0
PROP-10549,1707.0,2,1.5,2023,1,Lakeside,2.0,8702.0,7.7,459900.0
PROP-10550,2156.0,5,1.5,2005,19,Downtown,0.0,11116.0,4.8,536500.0
PROP-10551,1999.0,2,2.0,2018,6,Downtown,0.0,6350.0,5.7,482400.0
PROP-10552,2859.0,3,2.0,2009,15,Downtown,2.0,6426.0,24.4,627000.0
PROP-10553,2265.0,2,3.0,2017,7,West Hills,1.0,4247.0,4.7,532600.0
PROP-10554,2319.0,1,1.5,1961,63,Suburban North,1.0,6428.0,7.5,407400.0
PROP-10555,1832.0,3,2.5,2022,2,Suburban North,1.0,9912.0,15.2,436900.0
PROP-10556,1783.0,3,2.0,1995,29,Downtown,2.0,10750.0,15.6,450500.0
PROP-10557,1819.0,3,2.0,2009,15,Suburban North,0.0,9901.0,4.7,427400.0
PROP-10558,2356.0,3,2.0,1966,58,West Hills,2.0,3015.0,20.0,520900.0
PROP-10559,1826.0,1,2.0,1972,52,Suburban North,0.0,10208.0,19.8,319800.0
PROP-10560,2288.0,2,2.0,1974,50,West Hills,1.0,2904.0,6.7,472300.0
PROP-10561,3449.0,3,2.0,1984,40,Downtown,1.0,9745.0,7.9,690100.0
PROP-10562,2666.0,3,1.5,1982,42,Lakeside,2.0,6581.0,23.5,572500.0
PROP-10563,1888.0,4,1.5,2019,5,West Hills,1.0,9256.0,20.8,469500.0
PROP-10564,2881.0,3,2.0,1981,43,Downtown,1.0,4169.0,17.7,588300.0
PROP-10565,1835.0,4,3.0,2023,1,Downtown,3.0,10428.0,3.0,569000.0
PROP-10566,775.0,3,2.0,2022,2,West Hills,2.0,3838.0,11.0,308100.0
PROP-10567,1445.0,3,2.5,1985,39,Lakeside,0.0,5829.0,14.4,411900.0
PROP-10568,884.0,3,2.5,1992,32,Suburban North,1.0,5005.0,5.5,310000.0
PROP-10569,1872.0,3,3.5,1970,54,Suburban North,2.0,3114.0,11.8,431200.0
PROP-10570,2112.0,3,3.0,1969,55,Lakeside,1.0,7736.0,15.4,532600.0
PROP-10571,3190.0,4,2.0,1984,40,West Hills,0.0,12015.0,8.9,641900.0
PROP-10572,2313.0,3,2.5,1996,28,Suburban North,2.0,14167.0,19.7,525000.0
PROP-10573,1958.0,4,3.0,2007,17,Suburban North,2.0,7743.0,21.2,469400.0
PROP-10574,2639.0,4,2.0,2002,22,Downtown,2.0,10292.0,8.8,627700.0
PROP-10575,663.0,4,2.0,2012,12,West Hills,0.0,8080.0,21.1,265300.0
PROP-10576,2253.0,5,1.0,1997,27,Suburban North,1.0,8747.0,3.5,502100.0
PROP-10577,2601.0,3,3.0,2000,24,Metro East,2.0,6645.0,21.1,532700.0
PROP-10578,1139.0,3,3.0,2004,20,Suburban North,1.0,7988.0,4.7,364400.0
PROP-10579,2843.0,3,1.5,1983,41,Suburban North,2.0,8844.0,3.0,557800.0
PROP-10580,2320.0,3,2.0,1999,25,West Hills,2.0,6054.0,16.4,547200.0
PROP-10581,1830.0,3,2.0,2005,19,Metro East,1.0,7306.0,12.3,369700.0
PROP-10582,2511.0,4,1.5,2015,9,Lakeside,3.0,7354.0,22.8,595700.0
PROP-10583,3576.0,3,4.0,1992,32,Suburban North,2.0,9566.0,9.7,724500.0
PROP-10584,2218.0,3,1.5,1976,48,West Hills,2.0,4835.0,7.9,503900.0
PROP-10585,2261.0,2,1.0,1983,41,West Hills,0.0,7371.0,13.0,478000.0
PROP-10586,1801.0,3,2.0,1996,28,Suburban North,1.0,12280.0,11.9,386300.0
PROP-10587,1548.0,2,2.5,2016,8,Downtown,2.0,10410.0,9.3,445900.0
PROP-10588,2640.0,4,1.0,1961,63,Suburban North,1.0,10873.0,17.6,462900.0
PROP-10589,1544.0,3,2.5,1991,33,Downtown,3.0,7561.0,19.2,445000.0
PROP-10590,2147.0,2,2.0,2016,8,Metro East,1.0,8302.0,21.5,433300.0
PROP-10591,1790.0,1,1.5,2019,5,Suburban North,2.0,10006.0,24.3,417700.0
PROP-10592,2411.0,3,1.5,2021,3,Metro East,1.0,11401.0,7.4,504700.0
PROP-10593,2317.0,3,2.0,1983,41,Suburban North,2.0,2621.0,18.2,497000.0
PROP-10594,2774.0,3,2.0,1968,56,West Hills,1.0,4211.0,10.5,571000.0
PROP-10595,1768.0,2,3.5,1963,61,Suburban North,1.0,10774.0,17.2,388800.0
PROP-10596,1925.0,3,3.0,1976,48,Downtown,1.0,,12.4,454900.0
PROP-10597,1464.0,3,4.0,1976,48,Suburban North,2.0,5821.0,24.9,382700.0
PROP-10598,1811.0,3,2.0,2012,12,Downtown,0.0,4365.0,18.5,413400.0
